node_id,parent_id,depth,node_type,area,level_band,title,sort_order,description
area_calculus_i_cluster_derivatives_skill_04_apply_product_rule,area_calculus_i_cluster_derivatives,3,atomic_skill,Calculus I,undergraduate_core,Apply product rule,4,
area_calculus_i_cluster_derivatives_skill_05_apply_quotient_rule,area_calculus_i_cluster_derivatives,3,atomic_skill,Calculus I,undergraduate_core,Apply quotient rule,5,
area_calculus_i_cluster_derivatives_skill_06_apply_chain_rule,area_calculus_i_cluster_derivatives,3,atomic_skill,Calculus I,undergraduate_core,Apply chain rule,6,
area_calculus_i_cluster_derivatives_skill_07_differentiate_exponential_functions,area_calculus_i_cluster_derivatives,3,atomic_skill,Calculus I,undergraduate_core,Differentiate exponential functions,7,
area_calculus_i_cluster_derivatives_skill_08_differentiate_logarithmic_functions,area_calculus_i_cluster_derivatives,3,atomic_skill,Calculus I,undergraduate_core,Differentiate logarithmic functions,8,
area_calculus_i_cluster_derivatives_skill_09_differentiate_trigonometric_functions,area_calculus_i_cluster_derivatives,3,atomic_skill,Calculus I,undergraduate_core,Differentiate trigonometric functions,9,
area_calculus_i_cluster_derivatives_skill_10_use_implicit_differentiation,area_calculus_i_cluster_derivatives,3,atomic_skill,Calculus I,undergraduate_core,Use implicit differentiation,10,
area_calculus_i_cluster_applications_of_derivatives,area_calculus_i,2,skill_cluster,Calculus I,undergraduate_core,Applications of derivatives,3,
area_calculus_i_cluster_applications_of_derivatives_skill_01_find_tangent_lines,area_calculus_i_cluster_applications_of_derivatives,3,atomic_skill,Calculus I,undergraduate_core,Find tangent lines,1,
area_calculus_i_cluster_applications_of_derivatives_skill_02_use_linear_approximation,area_calculus_i_cluster_applications_of_derivatives,3,atomic_skill,Calculus I,undergraduate_core,Use linear approximation,2,
area_calculus_i_cluster_applications_of_derivatives_skill_03_find_critical_points,area_calculus_i_cluster_applications_of_derivatives,3,atomic_skill,Calculus I,undergraduate_core,Find critical points,3,
area_calculus_i_cluster_applications_of_derivatives_skill_04_determine_increasing_and_decreasing_intervals,area_calculus_i_cluster_applications_of_derivatives,3,atomic_skill,Calculus I,undergraduate_core,Determine increasing and decreasing intervals,4,
area_calculus_i_cluster_applications_of_derivatives_skill_05_use_first_derivative_test,area_calculus_i_cluster_applications_of_derivatives,3,atomic_skill,Calculus I,undergraduate_core,Use first derivative test,5,
area_calculus_i_cluster_applications_of_derivatives_skill_06_use_second_derivative_test,area_calculus_i_cluster_applications_of_derivatives,3,atomic_skill,Calculus I,undergraduate_core,Use second derivative test,6,
area_calculus_i_cluster_applications_of_derivatives_skill_07_solve_optimization_problems,area_calculus_i_cluster_applications_of_derivatives,3,atomic_skill,Calculus I,undergraduate_core,Solve optimization problems,7,
area_calculus_i_cluster_applications_of_derivatives_skill_08_use_related_rates,area_calculus_i_cluster_applications_of_derivatives,3,atomic_skill,Calculus I,undergraduate_core,Use related rates,8,
area_calculus_i_cluster_applications_of_derivatives_skill_09_apply_newton_method,area_calculus_i_cluster_applications_of_derivatives,3,atomic_skill,Calculus I,undergraduate_core,Apply Newton method,9,
area_calculus_i_cluster_integrals,area_calculus_i,2,skill_cluster,Calculus I,undergraduate_core,Integrals,4,
area_calculus_i_cluster_integrals_skill_01_understand_riemann_sums,area_calculus_i_cluster_integrals,3,atomic_skill,Calculus I,undergraduate_core,Understand Riemann sums,1,
area_calculus_i_cluster_integrals_skill_02_compute_definite_integrals,area_calculus_i_cluster_integrals,3,atomic_skill,Calculus I,undergraduate_core,Compute definite integrals,2,
area_calculus_i_cluster_integrals_skill_03_use_fundamental_theorem_of_calculus,area_calculus_i_cluster_integrals,3,atomic_skill,Calculus I,undergraduate_core,Use fundamental theorem of calculus,3,
area_calculus_i_cluster_integrals_skill_04_find_antiderivatives,area_calculus_i_cluster_integrals,3,atomic_skill,Calculus I,undergraduate_core,Find antiderivatives,4,
area_calculus_i_cluster_integrals_skill_05_use_substitution_rule,area_calculus_i_cluster_integrals,3,atomic_skill,Calculus I,undergraduate_core,Use substitution rule,5,
area_calculus_i_cluster_integrals_skill_06_compute_area_under_a_curve,area_calculus_i_cluster_integrals,3,atomic_skill,Calculus I,undergraduate_core,Compute area under a curve,6,
area_calculus_ii,math_from_algebra_to_university,1,area,Calculus II,undergraduate_core,Calculus II,9,
area_calculus_ii_cluster_integration_techniques,area_calculus_ii,2,skill_cluster,Calculus II,undergraduate_core,Integration techniques,1,
area_calculus_ii_cluster_integration_techniques_skill_01_use_integration_by_parts,area_calculus_ii_cluster_integration_techniques,3,atomic_skill,Calculus II,undergraduate_core,Use integration by parts,1,
area_calculus_ii_cluster_integration_techniques_skill_02_use_trigonometric_integrals,area_calculus_ii_cluster_integration_techniques,3,atomic_skill,Calculus II,undergraduate_core,Use trigonometric integrals,2,
area_calculus_ii_cluster_integration_techniques_skill_03_use_trigonometric_substitution,area_calculus_ii_cluster_integration_techniques,3,atomic_skill,Calculus II,undergraduate_core,Use trigonometric substitution,3,
area_calculus_ii_cluster_integration_techniques_skill_04_use_partial_fractions,area_calculus_ii_cluster_integration_techniques,3,atomic_skill,Calculus II,undergraduate_core,Use partial fractions,4,
area_calculus_ii_cluster_integration_techniques_skill_05_evaluate_improper_integrals,area_calculus_ii_cluster_integration_techniques,3,atomic_skill,Calculus II,undergraduate_core,Evaluate improper integrals,5,
area_calculus_ii_cluster_integration_techniques_skill_06_choose_integration_strategy,area_calculus_ii_cluster_integration_techniques,3,atomic_skill,Calculus II,undergraduate_core,Choose integration strategy,6,
area_calculus_ii_cluster_applications_of_integration,area_calculus_ii,2,skill_cluster,Calculus II,undergraduate_core,Applications of integration,2,
area_calculus_ii_cluster_applications_of_integration_skill_01_compute_area_between_curves,area_calculus_ii_cluster_applications_of_integration,3,atomic_skill,Calculus II,undergraduate_core,Compute area between curves,1,
area_calculus_ii_cluster_applications_of_integration_skill_02_compute_volumes_by_disks_and_washers,area_calculus_ii_cluster_applications_of_integration,3,atomic_skill,Calculus II,undergraduate_core,Compute volumes by disks and washers,2,
area_calculus_ii_cluster_applications_of_integration_skill_03_compute_volumes_by_shells,area_calculus_ii_cluster_applications_of_integration,3,atomic_skill,Calculus II,undergraduate_core,Compute volumes by shells,3,
area_calculus_ii_cluster_applications_of_integration_skill_04_compute_arc_length,area_calculus_ii_cluster_applications_of_integration,3,atomic_skill,Calculus II,undergraduate_core,Compute arc length,4,
area_calculus_ii_cluster_applications_of_integration_skill_05_compute_work_from_force,area_calculus_ii_cluster_applications_of_integration,3,atomic_skill,Calculus II,undergraduate_core,Compute work from force,5,
area_calculus_ii_cluster_sequences_and_series,area_calculus_ii,2,skill_cluster,Calculus II,undergraduate_core,Sequences and series,3,
area_calculus_ii_cluster_sequences_and_series_skill_01_analyze_sequence_convergence,area_calculus_ii_cluster_sequences_and_series,3,atomic_skill,Calculus II,undergraduate_core,Analyze sequence convergence,1,
area_calculus_ii_cluster_sequences_and_series_skill_02_evaluate_geometric_series,area_calculus_ii_cluster_sequences_and_series,3,atomic_skill,Calculus II,undergraduate_core,Evaluate geometric series,2,
area_calculus_ii_cluster_sequences_and_series_skill_03_use_divergence_test,area_calculus_ii_cluster_sequences_and_series,3,atomic_skill,Calculus II,undergraduate_core,Use divergence test,3,
area_calculus_ii_cluster_sequences_and_series_skill_04_use_integral_test,area_calculus_ii_cluster_sequences_and_series,3,atomic_skill,Calculus II,undergraduate_core,Use integral test,4,
area_calculus_ii_cluster_sequences_and_series_skill_05_use_comparison_tests,area_calculus_ii_cluster_sequences_and_series,3,atomic_skill,Calculus II,undergraduate_core,Use comparison tests,5,
area_calculus_ii_cluster_sequences_and_series_skill_06_use_ratio_test,area_calculus_ii_cluster_sequences_and_series,3,atomic_skill,Calculus II,undergraduate_core,Use ratio test,6,
area_calculus_ii_cluster_sequences_and_series_skill_07_use_root_test,area_calculus_ii_cluster_sequences_and_series,3,atomic_skill,Calculus II,undergraduate_core,Use root test,7,
area_calculus_ii_cluster_sequences_and_series_skill_08_find_power_series_radius_of_convergence,area_calculus_ii_cluster_sequences_and_series,3,atomic_skill,Calculus II,undergraduate_core,Find power series radius of convergence,8,
area_calculus_ii_cluster_sequences_and_series_skill_09_use_taylor_polynomials,area_calculus_ii_cluster_sequences_and_series,3,atomic_skill,Calculus II,undergraduate_core,Use Taylor polynomials,9,
area_calculus_ii_cluster_sequences_and_series_skill_10_use_taylor_series,area_calculus_ii_cluster_sequences_and_series,3,atomic_skill,Calculus II,undergraduate_core,Use Taylor series,10,
area_calculus_ii_cluster_parametric_and_polar_calculus,area_calculus_ii,2,skill_cluster,Calculus II,undergraduate_core,Parametric and polar calculus,4,
area_calculus_ii_cluster_parametric_and_polar_calculus_skill_01_differentiate_parametric_curves,area_calculus_ii_cluster_parametric_and_polar_calculus,3,atomic_skill,Calculus II,undergraduate_core,Differentiate parametric curves,1,
area_calculus_ii_cluster_parametric_and_polar_calculus_skill_02_find_arc_length_of_parametric_curves,area_calculus_ii_cluster_parametric_and_polar_calculus,3,atomic_skill,Calculus II,undergraduate_core,Find arc length of parametric curves,2,
area_calculus_ii_cluster_parametric_and_polar_calculus_skill_03_find_area_in_polar_coordinates,area_calculus_ii_cluster_parametric_and_polar_calculus,3,atomic_skill,Calculus II,undergraduate_core,Find area in polar coordinates,3,
area_calculus_ii_cluster_parametric_and_polar_calculus_skill_04_differentiate_polar_curves,area_calculus_ii_cluster_parametric_and_polar_calculus,3,atomic_skill,Calculus II,undergraduate_core,Differentiate polar curves,4,
area_multivariable_calculus,math_from_algebra_to_university,1,area,Multivariable Calculus,undergraduate_core,Multivariable Calculus,10,
area_multivariable_calculus_cluster_functions_of_several_variables,area_multivariable_calculus,2,skill_cluster,Multivariable Calculus,undergraduate_core,Functions of several variables,1,
area_multivariable_calculus_cluster_functions_of_several_variables_skill_01_evaluate_multivariable_functions,area_multivariable_calculus_cluster_functions_of_several_variables,3,atomic_skill,Multivariable Calculus,undergraduate_core,Evaluate multivariable functions,1,
area_multivariable_calculus_cluster_functions_of_several_variables_skill_02_understand_level_curves,area_multivariable_calculus_cluster_functions_of_several_variables,3,atomic_skill,Multivariable Calculus,undergraduate_core,Understand level curves,2,
area_multivariable_calculus_cluster_functions_of_several_variables_skill_03_compute_partial_derivatives,area_multivariable_calculus_cluster_functions_of_several_variables,3,atomic_skill,Multivariable Calculus,undergraduate_core,Compute partial derivatives,3,
area_multivariable_calculus_cluster_functions_of_several_variables_skill_04_compute_gradient_vectors,area_multivariable_calculus_cluster_functions_of_several_variables,3,atomic_skill,Multivariable Calculus,undergraduate_core,Compute gradient vectors,4,
area_multivariable_calculus_cluster_functions_of_several_variables_skill_05_use_chain_rule_in_several_variables,area_multivariable_calculus_cluster_functions_of_several_variables,3,atomic_skill,Multivariable Calculus,undergraduate_core,Use chain rule in several variables,5,
area_multivariable_calculus_cluster_functions_of_several_variables_skill_06_find_directional_derivatives,area_multivariable_calculus_cluster_functions_of_several_variables,3,atomic_skill,Multivariable Calculus,undergraduate_core,Find directional derivatives,6,
area_multivariable_calculus_cluster_functions_of_several_variables_skill_07_use_tangent_planes,area_multivariable_calculus_cluster_functions_of_several_variables,3,atomic_skill,Multivariable Calculus,undergraduate_core,Use tangent planes,7,
area_multivariable_calculus_cluster_optimization_in_several_variables,area_multivariable_calculus,2,skill_cluster,Multivariable Calculus,undergraduate_core,Optimization in several variables,2,
area_multivariable_calculus_cluster_optimization_in_several_variables_skill_01_find_critical_points_in_two_variables,area_multivariable_calculus_cluster_optimization_in_several_variables,3,atomic_skill,Multivariable Calculus,undergraduate_core,Find critical points in two variables,1,
area_multivariable_calculus_cluster_optimization_in_several_variables_skill_02_use_second_derivative_test_in_two_variables,area_multivariable_calculus_cluster_optimization_in_several_variables,3,atomic_skill,Multivariable Calculus,undergraduate_core,Use second derivative test in two variables,2,
area_multivariable_calculus_cluster_optimization_in_several_variables_skill_03_use_lagrange_multipliers,area_multivariable_calculus_cluster_optimization_in_several_variables,3,atomic_skill,Multivariable Calculus,undergraduate_core,Use Lagrange multipliers,3,
area_multivariable_calculus_cluster_optimization_in_several_variables_skill_04_solve_constrained_optimization_problems,area_multivariable_calculus_cluster_optimization_in_several_variables,3,atomic_skill,Multivariable Calculus,undergraduate_core,Solve constrained optimization problems,4,
area_multivariable_calculus_cluster_multiple_integrals,area_multivariable_calculus,2,skill_cluster,Multivariable Calculus,undergraduate_core,Multiple integrals,3,
area_multivariable_calculus_cluster_multiple_integrals_skill_01_set_up_double_integrals,area_multivariable_calculus_cluster_multiple_integrals,3,atomic_skill,Multivariable Calculus,undergraduate_core,Set up double integrals,1,
area_multivariable_calculus_cluster_multiple_integrals_skill_02_evaluate_double_integrals,area_multivariable_calculus_cluster_multiple_integrals,3,atomic_skill,Multivariable Calculus,undergraduate_core,Evaluate double integrals,2,
area_multivariable_calculus_cluster_multiple_integrals_skill_03_change_order_of_integration,area_multivariable_calculus_cluster_multiple_integrals,3,atomic_skill,Multivariable Calculus,undergraduate_core,Change order of integration,3,
area_multivariable_calculus_cluster_multiple_integrals_skill_04_use_polar_coordinates_in_double_integrals,area_multivariable_calculus_cluster_multiple_integrals,3,atomic_skill,Multivariable Calculus,undergraduate_core,Use polar coordinates in double integrals,4,
area_multivariable_calculus_cluster_multiple_integrals_skill_05_set_up_triple_integrals,area_multivariable_calculus_cluster_multiple_integrals,3,atomic_skill,Multivariable Calculus,undergraduate_core,Set up triple integrals,5,
area_multivariable_calculus_cluster_multiple_integrals_skill_06_use_cylindrical_coordinates,area_multivariable_calculus_cluster_multiple_integrals,3,atomic_skill,Multivariable Calculus,undergraduate_core,Use cylindrical coordinates,6,
area_multivariable_calculus_cluster_multiple_integrals_skill_07_use_spherical_coordinates,area_multivariable_calculus_cluster_multiple_integrals,3,atomic_skill,Multivariable Calculus,undergraduate_core,Use spherical coordinates,7,
area_multivariable_calculus_cluster_vector_calculus,area_multivariable_calculus,2,skill_cluster,Multivariable Calculus,undergraduate_core,Vector calculus,4,
area_multivariable_calculus_cluster_vector_calculus_skill_01_compute_line_integrals,area_multivariable_calculus_cluster_vector_calculus,3,atomic_skill,Multivariable Calculus,undergraduate_core,Compute line integrals,1,
area_multivariable_calculus_cluster_vector_calculus_skill_02_compute_conservative_vector_fields,area_multivariable_calculus_cluster_vector_calculus,3,atomic_skill,Multivariable Calculus,undergraduate_core,Compute conservative vector fields,2,
area_multivariable_calculus_cluster_vector_calculus_skill_03_use_green_s_theorem,area_multivariable_calculus_cluster_vector_calculus,3,atomic_skill,Multivariable Calculus,undergraduate_core,Use Green's theorem,3,
area_multivariable_calculus_cluster_vector_calculus_skill_04_compute_surface_integrals,area_multivariable_calculus_cluster_vector_calculus,3,atomic_skill,Multivariable Calculus,undergraduate_core,Compute surface integrals,4,
area_multivariable_calculus_cluster_vector_calculus_skill_05_use_divergence_theorem,area_multivariable_calculus_cluster_vector_calculus,3,atomic_skill,Multivariable Calculus,undergraduate_core,Use divergence theorem,5,
area_multivariable_calculus_cluster_vector_calculus_skill_06_use_stokes_theorem,area_multivariable_calculus_cluster_vector_calculus,3,atomic_skill,Multivariable Calculus,undergraduate_core,Use Stokes' theorem,6,
area_differential_equations,math_from_algebra_to_university,1,area,Differential Equations,undergraduate_core,Differential Equations,11,
area_differential_equations_cluster_first_order_odes,area_differential_equations,2,skill_cluster,Differential Equations,undergraduate_core,First-order ODEs,1,
area_differential_equations_cluster_first_order_odes_skill_01_identify_differential_equations,area_differential_equations_cluster_first_order_odes,3,atomic_skill,Differential Equations,undergraduate_core,Identify differential equations,1,
area_differential_equations_cluster_first_order_odes_skill_02_solve_separable_equations,area_differential_equations_cluster_first_order_odes,3,atomic_skill,Differential Equations,undergraduate_core,Solve separable equations,2,
area_differential_equations_cluster_first_order_odes_skill_03_solve_linear_first_order_equations,area_differential_equations_cluster_first_order_odes,3,atomic_skill,Differential Equations,undergraduate_core,Solve linear first-order equations,3,
area_differential_equations_cluster_first_order_odes_skill_04_use_integrating_factors,area_differential_equations_cluster_first_order_odes,3,atomic_skill,Differential Equations,undergraduate_core,Use integrating factors,4,
area_differential_equations_cluster_first_order_odes_skill_05_analyze_slope_fields,area_differential_equations_cluster_first_order_odes,3,atomic_skill,Differential Equations,undergraduate_core,Analyze slope fields,5,
area_differential_equations_cluster_first_order_odes_skill_06_model_exponential_growth_and_decay,area_differential_equations_cluster_first_order_odes,3,atomic_skill,Differential Equations,undergraduate_core,Model exponential growth and decay,6,
area_differential_equations_cluster_second_order_linear_odes,area_differential_equations,2,skill_cluster,Differential Equations,undergraduate_core,Second-order linear ODEs,2,
area_differential_equations_cluster_second_order_linear_odes_skill_01_solve_homogeneous_constant_coefficient_equations,area_differential_equations_cluster_second_order_linear_odes,3,atomic_skill,Differential Equations,undergraduate_core,Solve homogeneous constant-coefficient equations,1,
area_differential_equations_cluster_second_order_linear_odes_skill_02_solve_nonhomogeneous_equations,area_differential_equations_cluster_second_order_linear_odes,3,atomic_skill,Differential Equations,undergraduate_core,Solve nonhomogeneous equations,2,
area_differential_equations_cluster_second_order_linear_odes_skill_03_use_undetermined_coefficients,area_differential_equations_cluster_second_order_linear_odes,3,atomic_skill,Differential Equations,undergraduate_core,Use undetermined coefficients,3,
area_differential_equations_cluster_second_order_linear_odes_skill_04_use_variation_of_parameters,area_differential_equations_cluster_second_order_linear_odes,3,atomic_skill,Differential Equations,undergraduate_core,Use variation of parameters,4,
area_differential_equations_cluster_second_order_linear_odes_skill_05_solve_initial_value_problems,area_differential_equations_cluster_second_order_linear_odes,3,atomic_skill,Differential Equations,undergraduate_core,Solve initial value problems,5,
area_differential_equations_cluster_systems_and_transforms,area_differential_equations,2,skill_cluster,Differential Equations,undergraduate_core,Systems and transforms,3,
area_differential_equations_cluster_systems_and_transforms_skill_01_write_systems_of_first_order_equations,area_differential_equations_cluster_systems_and_transforms,3,atomic_skill,Differential Equations,undergraduate_core,Write systems of first-order equations,1,
area_differential_equations_cluster_systems_and_transforms_skill_02_solve_linear_systems_of_odes,area_differential_equations_cluster_systems_and_transforms,3,atomic_skill,Differential Equations,undergraduate_core,Solve linear systems of ODEs,2,
area_differential_equations_cluster_systems_and_transforms_skill_03_use_eigenvalues_for_systems,area_differential_equations_cluster_systems_and_transforms,3,atomic_skill,Differential Equations,undergraduate_core,Use eigenvalues for systems,3,
area_differential_equations_cluster_systems_and_transforms_skill_04_use_laplace_transforms,area_differential_equations_cluster_systems_and_transforms,3,atomic_skill,Differential Equations,undergraduate_core,Use Laplace transforms,4,
area_differential_equations_cluster_systems_and_transforms_skill_05_solve_odes_with_laplace_transforms,area_differential_equations_cluster_systems_and_transforms,3,atomic_skill,Differential Equations,undergraduate_core,Solve ODEs with Laplace transforms,5,
area_differential_equations_cluster_systems_and_transforms_skill_06_analyze_stability_of_equilibria,area_differential_equations_cluster_systems_and_transforms,3,atomic_skill,Differential Equations,undergraduate_core,Analyze stability of equilibria,6,
area_differential_equations_cluster_series_and_numerical_odes,area_differential_equations,2,skill_cluster,Differential Equations,undergraduate_core,Series and numerical ODEs,4,
area_differential_equations_cluster_series_and_numerical_odes_skill_01_use_power_series_solutions,area_differential_equations_cluster_series_and_numerical_odes,3,atomic_skill,Differential Equations,undergraduate_core,Use power series solutions,1,
area_differential_equations_cluster_series_and_numerical_odes_skill_02_apply_euler_method,area_differential_equations_cluster_series_and_numerical_odes,3,atomic_skill,Differential Equations,undergraduate_core,Apply Euler method,2,
area_differential_equations_cluster_series_and_numerical_odes_skill_03_apply_improved_euler_method,area_differential_equations_cluster_series_and_numerical_odes,3,atomic_skill,Differential Equations,undergraduate_core,Apply improved Euler method,3,
area_differential_equations_cluster_series_and_numerical_odes_skill_04_apply_runge_kutta_methods,area_differential_equations_cluster_series_and_numerical_odes,3,atomic_skill,Differential Equations,undergraduate_core,Apply Runge-Kutta methods,4,
area_numerical_methods,math_from_algebra_to_university,1,area,Numerical Methods,undergraduate_core,Numerical Methods,12,
area_numerical_methods_cluster_root_finding,area_numerical_methods,2,skill_cluster,Numerical Methods,undergraduate_core,Root finding,1,
area_numerical_methods_cluster_root_finding_skill_01_use_bisection_method,area_numerical_methods_cluster_root_finding,3,atomic_skill,Numerical Methods,undergraduate_core,Use bisection method,1,
area_numerical_methods_cluster_root_finding_skill_02_use_fixed_point_iteration,area_numerical_methods_cluster_root_finding,3,atomic_skill,Numerical Methods,undergraduate_core,Use fixed-point iteration,2,
area_numerical_methods_cluster_root_finding_skill_03_check_contraction_condition,area_numerical_methods_cluster_root_finding,3,atomic_skill,Numerical Methods,undergraduate_core,Check contraction condition,3,
area_numerical_methods_cluster_root_finding_skill_04_use_newton_method_numerically,area_numerical_methods_cluster_root_finding,3,atomic_skill,Numerical Methods,undergraduate_core,Use Newton method numerically,4,
area_numerical_methods_cluster_root_finding_skill_05_use_secant_method,area_numerical_methods_cluster_root_finding,3,atomic_skill,Numerical Methods,undergraduate_core,Use secant method,5,
area_numerical_methods_cluster_root_finding_skill_06_compare_convergence_rates,area_numerical_methods_cluster_root_finding,3,atomic_skill,Numerical Methods,undergraduate_core,Compare convergence rates,6,
area_numerical_methods_cluster_numerical_linear_algebra,area_numerical_methods,2,skill_cluster,Numerical Methods,undergraduate_core,Numerical linear algebra,2,
area_numerical_methods_cluster_numerical_linear_algebra_skill_01_use_lu_decomposition,area_numerical_methods_cluster_numerical_linear_algebra,3,atomic_skill,Numerical Methods,undergraduate_core,Use LU decomposition,1,
area_numerical_methods_cluster_numerical_linear_algebra_skill_02_use_jacobi_iteration,area_numerical_methods_cluster_numerical_linear_algebra,3,atomic_skill,Numerical Methods,undergraduate_core,Use Jacobi iteration,2,
area_numerical_methods_cluster_numerical_linear_algebra_skill_03_use_gauss_seidel_iteration,area_numerical_methods_cluster_numerical_linear_algebra,3,atomic_skill,Numerical Methods,undergraduate_core,Use Gauss-Seidel iteration,3,
area_numerical_methods_cluster_numerical_linear_algebra_skill_04_estimate_condition_number,area_numerical_methods_cluster_numerical_linear_algebra,3,atomic_skill,Numerical Methods,undergraduate_core,Estimate condition number,4,
area_numerical_methods_cluster_numerical_linear_algebra_skill_05_use_power_method_for_eigenvalues,area_numerical_methods_cluster_numerical_linear_algebra,3,atomic_skill,Numerical Methods,undergraduate_core,Use power method for eigenvalues,5,
area_numerical_methods_cluster_numerical_linear_algebra_skill_06_use_qr_method_for_eigenvalues,area_numerical_methods_cluster_numerical_linear_algebra,3,atomic_skill,Numerical Methods,undergraduate_core,Use QR method for eigenvalues,6,
area_numerical_methods_cluster_interpolation_and_approximation,area_numerical_methods,2,skill_cluster,Numerical Methods,undergraduate_core,Interpolation and approximation,3,
area_numerical_methods_cluster_interpolation_and_approximation_skill_01_build_vandermonde_interpolation_system,area_numerical_methods_cluster_interpolation_and_approximation,3,atomic_skill,Numerical Methods,undergraduate_core,Build Vandermonde interpolation system,1,
area_numerical_methods_cluster_interpolation_and_approximation_skill_02_use_lagrange_interpolation,area_numerical_methods_cluster_interpolation_and_approximation,3,atomic_skill,Numerical Methods,undergraduate_core,Use Lagrange interpolation,2,
area_numerical_methods_cluster_interpolation_and_approximation_skill_03_use_newton_divided_differences,area_numerical_methods_cluster_interpolation_and_approximation,3,atomic_skill,Numerical Methods,undergraduate_core,Use Newton divided differences,3,
area_numerical_methods_cluster_interpolation_and_approximation_skill_04_build_cubic_splines,area_numerical_methods_cluster_interpolation_and_approximation,3,atomic_skill,Numerical Methods,undergraduate_core,Build cubic splines,4,
area_numerical_methods_cluster_interpolation_and_approximation_skill_05_use_least_squares_approximation,area_numerical_methods_cluster_interpolation_and_approximation,3,atomic_skill,Numerical Methods,undergraduate_core,Use least squares approximation,5,
area_numerical_methods_cluster_interpolation_and_approximation_skill_06_fit_polynomial_models,area_numerical_methods_cluster_interpolation_and_approximation,3,atomic_skill,Numerical Methods,undergraduate_core,Fit polynomial models,6,
area_numerical_methods_cluster_numerical_calculus,area_numerical_methods,2,skill_cluster,Numerical Methods,undergraduate_core,Numerical calculus,4,
area_numerical_methods_cluster_numerical_calculus_skill_01_use_finite_differences,area_numerical_methods_cluster_numerical_calculus,3,atomic_skill,Numerical Methods,undergraduate_core,Use finite differences,1,
area_numerical_methods_cluster_numerical_calculus_skill_02_estimate_derivative_numerically,area_numerical_methods_cluster_numerical_calculus,3,atomic_skill,Numerical Methods,undergraduate_core,Estimate derivative numerically,2,
area_numerical_methods_cluster_numerical_calculus_skill_03_use_trapezoidal_rule,area_numerical_methods_cluster_numerical_calculus,3,atomic_skill,Numerical Methods,undergraduate_core,Use trapezoidal rule,3,
area_numerical_methods_cluster_numerical_calculus_skill_04_use_simpson_rule,area_numerical_methods_cluster_numerical_calculus,3,atomic_skill,Numerical Methods,undergraduate_core,Use Simpson rule,4,
area_numerical_methods_cluster_numerical_calculus_skill_05_estimate_integration_error,area_numerical_methods_cluster_numerical_calculus,3,atomic_skill,Numerical Methods,undergraduate_core,Estimate integration error,5,
area_numerical_methods_cluster_numerical_odes_and_optimization,area_numerical_methods,2,skill_cluster,Numerical Methods,undergraduate_core,Numerical ODEs and optimization,5,
area_numerical_methods_cluster_numerical_odes_and_optimization_skill_01_use_euler_method_for_ivps,area_numerical_methods_cluster_numerical_odes_and_optimization,3,atomic_skill,Numerical Methods,undergraduate_core,Use Euler method for IVPs,1,
area_numerical_methods_cluster_numerical_odes_and_optimization_skill_02_use_runge_kutta_method_for_ivps,area_numerical_methods_cluster_numerical_odes_and_optimization,3,atomic_skill,Numerical Methods,undergraduate_core,Use Runge-Kutta method for IVPs,2,
area_numerical_methods_cluster_numerical_odes_and_optimization_skill_03_analyze_numerical_stability,area_numerical_methods_cluster_numerical_odes_and_optimization,3,atomic_skill,Numerical Methods,undergraduate_core,Analyze numerical stability,3,
area_numerical_methods_cluster_numerical_odes_and_optimization_skill_04_use_gradient_descent,area_numerical_methods_cluster_numerical_odes_and_optimization,3,atomic_skill,Numerical Methods,undergraduate_core,Use gradient descent,4,
area_numerical_methods_cluster_numerical_odes_and_optimization_skill_05_use_newton_method_for_optimization,area_numerical_methods_cluster_numerical_odes_and_optimization,3,atomic_skill,Numerical Methods,undergraduate_core,Use Newton method for optimization,5,
area_optimization,math_from_algebra_to_university,1,area,Optimization,undergraduate_core,Optimization,13,
area_optimization_cluster_unconstrained_optimization,area_optimization,2,skill_cluster,Optimization,undergraduate_core,Unconstrained optimization,1,
area_optimization_cluster_unconstrained_optimization_skill_01_identify_objective_functions,area_optimization_cluster_unconstrained_optimization,3,atomic_skill,Optimization,undergraduate_core,Identify objective functions,1,
area_optimization_cluster_unconstrained_optimization_skill_02_find_stationary_points,area_optimization_cluster_unconstrained_optimization,3,atomic_skill,Optimization,undergraduate_core,Find stationary points,2,
area_optimization_cluster_unconstrained_optimization_skill_03_use_first_order_optimality_conditions,area_optimization_cluster_unconstrained_optimization,3,atomic_skill,Optimization,undergraduate_core,Use first-order optimality conditions,3,
area_optimization_cluster_unconstrained_optimization_skill_04_use_second_order_optimality_conditions,area_optimization_cluster_unconstrained_optimization,3,atomic_skill,Optimization,undergraduate_core,Use second-order optimality conditions,4,
area_optimization_cluster_unconstrained_optimization_skill_05_apply_gradient_descent,area_optimization_cluster_unconstrained_optimization,3,atomic_skill,Optimization,undergraduate_core,Apply gradient descent,5,
area_optimization_cluster_unconstrained_optimization_skill_06_apply_newton_optimization_method,area_optimization_cluster_unconstrained_optimization,3,atomic_skill,Optimization,undergraduate_core,Apply Newton optimization method,6,
area_optimization_cluster_constrained_optimization,area_optimization,2,skill_cluster,Optimization,undergraduate_core,Constrained optimization,2,
area_optimization_cluster_constrained_optimization_skill_01_set_up_equality_constraints,area_optimization_cluster_constrained_optimization,3,atomic_skill,Optimization,undergraduate_core,Set up equality constraints,1,
